order_id,customer_id,order_date,order_value,discount_applied,payment_method
304,40,2024-11-14,1684.81,0,Card
305,40,2024-11-26,798.02,0,UPI
306,40,2025-01-22,1451.81,1,Card
307,40,2025-03-12,1862.97,0,UPI
308,40,2025-03-11,2064.19,0,Card
309,40,2025-05-07,1891.67,0,Wallet
310,40,2025-05-22,1436.43,0,Card
311,40,2025-07-01,2076.01,0,UPI
312,40,2025-08-03,1538.77,1,COD
313,40,2025-10-09,1729.94,1,UPI
314,40,2025-12-09,811.62,0,Card
315,40,2025-11-29,1411.3,1,Card
316,40,2026-01-10,1626.32,1,UPI
317,40,2026-03-25,1242.18,0,Wallet
318,40,2026-04-01,1548.31,0,Card
319,41,2026-01-02,899.19,1,UPI
320,41,2026-03-15,833.28,0,Card
321,41,2026-06-07,1091.37,1,Card
322,43,2024-10-12,1161.02,1,UPI
323,43,2024-10-11,368.68,0,UPI
324,43,2024-10-24,688.9,1,Card
325,44,2025-09-29,1652.27,0,Card
326,44,2025-11-04,1527.66,1,Card
327,45,2024-05-24,1619.46,1,Card
328,45,2024-06-11,1355.27,1,COD
329,45,2024-07-13,1397.07,0,UPI
330,45,2024-07-26,1361.16,0,Card
331,45,2024-08-27,2251.81,0,Card
332,45,2024-08-23,2234.03,0,Wallet
333,45,2024-08-12,2089.45,0,UPI
334,45,2024-10-08,2022.03,0,Wallet
335,45,2024-11-14,2431.17,1,Card
336,45,2024-10-30,1351.31,0,UPI
337,45,2024-12-08,2062.48,0,COD
338,45,2024-12-11,1142.98,0,UPI
339,45,2024-12-09,745.37,0,UPI
340,45,2024-12-23,2215.24,0,COD
341,45,2025-01-13,1011.65,0,COD
342,45,2025-11-24,1914.54,0,UPI
343,45,2025-12-19,1041.06,0,UPI
344,45,2025-12-28,1686.39,0,COD
345,45,2026-01-27,2441.44,1,UPI
346,45,2026-02-14,856.42,0,Card
347,45,2026-03-06,1080.24,0,Card
348,45,2026-02-28,1435.91,0,Card
349,45,2026-06-21,2257.14,1,Wallet
350,48,2025-07-28,2926.8,0,UPI
351,48,2025-07-16,2941.63,0,Card
352,48,2025-08-09,2262.3,0,COD
353,48,2025-07-16,3813.11,0,Wallet
354,48,2025-07-30,4035.59,1,UPI
355,48,2025-07-19,2379.85,0,UPI
356,48,2025-09-02,3015.24,1,Card
357,48,2025-08-16,3111.43,0,Card
358,48,2025-08-29,2478.16,1,UPI
359,48,2025-08-29,2867.3,0,Card
360,48,2025-09-07,3696.36,0,UPI
361,48,2025-09-15,2739.67,1,Card
362,48,2025-09-23,3777.96,1,Wallet
363,48,2025-10-14,3158.56,0,UPI
364,48,2026-01-11,2024.12,0,Wallet
365,48,2026-01-28,3438.87,0,UPI
366,48,2026-01-20,2987.27,1,UPI
367,48,2026-03-16,3934.58,1,Card
368,48,2026-03-21,2915.91,1,COD
369,48,2026-05-06,2958.79,1,Card
370,48,2026-04-25,2413.31,1,Wallet
371,48,2026-05-17,2863.91,0,Card
372,48,2026-05-22,2425.41,0,Card
373,48,2026-05-24,3312.15,0,Card
374,48,2026-06-25,1267.24,1,Card
375,48,2026-06-18,3855.27,0,Card
376,49,2024-12-11,1864.55,1,Card
377,49,2024-11-26,1298.04,0,Card
378,49,2024-12-12,1432.57,0,UPI
379,49,2025-01-06,2679.26,0,COD
380,49,2025-01-09,1539.57,1,UPI
381,49,2025-01-25,1337.53,0,UPI
382,49,2025-04-06,1838.08,1,Wallet
383,49,2025-04-26,1718.24,1,UPI
384,49,2025-05-11,814.54,0,COD
385,49,2025-04-29,2083.91,0,UPI
386,49,2025-05-09,1138.84,0,UPI
387,49,2025-08-12,2346.05,0,UPI
388,50,2024-04-29,1996.29,0,COD
389,50,2024-06-09,1591.28,1,UPI
390,50,2024-07-10,1239.14,1,UPI
391,50,2024-08-03,1696.0,0,UPI
392,50,2024-07-18,2396.11,1,Card
393,50,2024-08-11,1828.3,0,Card
394,50,2024-09-11,1197.99,0,Card
395,50,2024-10-27,2061.52,0,Card
396,50,2024-10-28,1875.63,0,Wallet
397,50,2024-10-25,1580.18,0,Card
398,50,2024-11-17,1238.6,0,UPI
399,50,2024-12-07,1532.21,1,Wallet
400,50,2024-12-16,2106.59,0,UPI
401,50,2025-02-15,1768.41,1,UPI
402,50,2025-03-11,2142.08,0,Wallet
403,50,2025-03-04,1084.85,1,Wallet
404,51,2024-03-26,1702.31,0,UPI
405,52,2025-01-27,1674.98,1,UPI
406,52,2025-01-25,1217.42,0,COD
407,52,2025-02-26,1764.28,0,Card
408,52,2025-04-07,1487.01,1,Wallet
409,52,2025-05-23,2156.95,1,UPI
410,52,2025-06-15,2296.8,1,COD
411,52,2025-05-30,1263.18,0,Card
412,52,2025-06-21,1141.0,0,Wallet
413,52,2025-06-29,1175.82,1,Card
414,52,2025-06-24,1308.33,0,Card
415,52,2025-08-02,2363.51,0,Card
416,53,2025-04-19,1885.06,0,COD
417,53,2025-04-01,1156.35,0,Card
418,53,2025-04-29,1615.41,0,Card
419,53,2025-04-26,538.93,0,Wallet
420,53,2025-07-17,1191.55,0,COD
421,53,2025-08-19,1322.59,1,UPI
422,53,2025-12-06,2298.07,0,UPI
423,53,2025-11-21,2709.08,1,Card
424,53,2026-02-15,2032.03,1,Card
425,53,2026-04-14,2531.26,1,Card
426,54,2024-06-05,4172.11,0,UPI
427,54,2024-07-29,4197.58,0,COD
428,54,2024-08-27,2185.49,1,UPI
429,54,2024-08-06,3901.63,0,UPI
430,54,2024-09-16,4096.0,0,COD
431,54,2024-11-30,3927.69,1,UPI
432,54,2024-12-21,2337.71,1,Card
433,54,2024-12-08,3910.84,0,Card
434,54,2025-01-03,3583.01,0,UPI
435,54,2025-01-25,1280.13,0,Card
436,54,2025-01-10,5089.78,0,UPI
437,54,2025-01-01,3756.83,1,UPI
438,54,2025-02-24,3578.03,0,Card
439,54,2025-02-16,3520.77,0,Card
440,54,2025-02-11,3552.84,1,Card
441,54,2025-01-28,5376.52,0,Wallet
442,54,2025-03-20,3171.96,1,UPI
443,54,2025-03-21,3235.55,1,COD
444,54,2025-04-10,4633.7,1,UPI
445,54,2025-04-15,2536.6,1,Card
446,54,2025-05-23,1908.05,0,COD
447,54,2025-05-14,3928.76,0,Card
448,54,2025-06-23,3252.88,0,Card
449,54,2025-06-21,2619.83,0,UPI
450,54,2025-06-06,1510.85,1,UPI
451,54,2025-06-29,3815.98,0,Card
452,54,2025-08-11,3794.12,0,Wallet
453,54,2025-08-09,4246.61,1,Card
454,54,2025-09-13,3067.56,0,Card
455,54,2025-08-28,3350.11,1,Card
456,54,2025-10-05,4986.7,0,Wallet
457,54,2025-10-18,2807.04,0,Wallet
458,54,2025-10-08,2866.8,0,Card
459,54,2025-09-28,2357.38,0,Wallet
460,54,2025-11-13,5081.31,1,Card
461,54,2025-10-29,2865.28,0,UPI
462,54,2025-12-06,4963.62,0,Card
463,54,2025-11-24,4421.06,1,Wallet
464,54,2026-01-01,3607.06,1,Wallet
465,54,2026-01-04,3857.1,0,UPI
466,54,2026-01-10,3970.62,1,Wallet
467,54,2026-01-03,1565.36,1,UPI
468,54,2026-03-19,1669.89,1,Card
469,54,2026-04-17,4299.66,0,UPI
470,54,2026-04-01,2108.32,1,COD
471,54,2026-04-12,1246.8,0,COD
472,54,2026-05-16,2376.42,0,UPI
473,54,2026-05-07,3527.31,0,Card
474,54,2026-06-01,2203.83,0,UPI
475,54,2026-06-19,4566.84,0,UPI
476,54,2026-06-16,2843.17,0,COD
477,54,2026-06-17,2319.65,0,UPI
478,54,2026-06-10,3599.87,1,UPI
479,55,2025-01-02,3409.24,0,UPI
480,55,2025-01-04,3518.25,0,UPI
481,55,2025-01-15,3247.41,0,Wallet
482,55,2025-01-03,2195.47,0,Card
483,55,2025-02-16,4415.98,0,Card
484,55,2025-02-22,4022.05,0,Wallet
485,55,2025-01-27,3732.93,0,Card
486,55,2025-04-11,4051.96,1,COD
487,55,2025-04-22,2810.31,0,COD
488,55,2025-04-23,1893.31,0,UPI
489,55,2025-04-03,2622.96,0,Wallet
490,55,2025-05-18,3165.32,0,Wallet
491,55,2025-05-15,4664.88,0,Wallet
492,55,2025-05-23,3617.65,0,UPI
493,55,2025-05-22,3690.65,0,COD
494,55,2025-05-01,3362.15,1,Card
495,55,2025-05-20,3557.76,0,UPI
496,55,2025-04-27,1912.41,0,Wallet
497,55,2025-06-20,2467.22,0,Card
498,55,2025-06-12,2686.93,1,Wallet
499,55,2025-06-13,3815.48,0,Wallet
500,55,2025-07-10,2042.18,1,UPI
501,55,2025-08-19,2911.85,1,Card
502,55,2025-08-15,2713.74,0,Card
503,55,2025-08-11,2247.24,0,UPI
504,55,2025-08-29,3993.25,0,COD
505,55,2025-09-05,3970.12,0,Card
506,55,2025-09-13,4962.53,1,COD
507,55,2025-08-31,2039.56,0,Card
508,55,2025-09-02,3861.33,1,Wallet
509,55,2025-08-25,200.0,0,COD
510,55,2025-10-06,5082.89,1,UPI
511,55,2025-10-04,2376.63,1,UPI
512,55,2025-10-25,4270.38,0,UPI
513,55,2025-11-13,3041.41,1,UPI
514,55,2025-11-10,3085.54,1,UPI
515,55,2026-01-15,4379.47,1,COD
516,55,2026-01-11,2898.08,0,UPI
517,55,2026-01-04,3911.58,0,UPI
518,55,2026-01-04,4045.39,1,UPI
519,55,2026-01-22,1962.35,0,Card
520,55,2026-01-29,3985.07,0,Wallet
521,55,2026-01-23,4230.2,1,UPI
522,55,2026-02-16,3694.14,0,Card
523,55,2026-02-21,4028.36,0,Card
524,55,2026-03-19,4161.07,1,Card
525,55,2026-03-12,4098.85,0,COD
526,55,2026-03-31,2380.82,1,UPI
527,55,2026-04-11,4053.58,0,Wallet
528,55,2026-04-22,3854.72,0,Wallet
529,55,2026-04-23,415.14,1,Card
530,55,2026-06-26,2797.5,1,Wallet
531,55,2026-06-27,2781.28,0,Card
532,55,2026-06-21,2694.78,1,UPI
533,58,2025-04-28,1254.06,1,UPI
534,58,2025-06-02,903.06,0,UPI
535,58,2025-06-06,987.6,0,Card
536,58,2025-07-07,561.18,0,UPI
537,58,2025-08-04,1247.23,0,Card
538,58,2025-08-23,1244.84,0,UPI
539,59,2025-12-23,1126.76,0,Card
540,59,2026-02-14,1511.62,0,Wallet
541,59,2026-02-18,1961.25,0,COD
542,60,2025-09-02,805.0,1,Card
543,60,2025-09-22,1180.79,1,Wallet
544,62,2025-07-30,2147.47,0,COD
545,62,2025-11-04,1599.22,0,UPI
546,62,2025-10-28,1608.84,0,UPI
547,62,2025-12-17,1338.09,1,UPI
548,62,2025-12-20,2543.57,0,Card
549,62,2026-01-03,1078.31,1,Card
550,62,2026-01-12,1245.11,0,UPI
551,64,2024-12-02,1643.6,0,UPI
552,64,2024-12-25,1474.11,0,UPI
553,64,2024-12-24,721.29,0,Wallet
554,64,2025-01-28,1755.52,0,Card
555,64,2025-01-28,966.55,0,UPI
556,64,2025-03-06,703.44,0,Wallet
557,64,2025-06-11,1716.61,1,Card
558,64,2025-07-03,1422.09,0,UPI
559,64,2025-06-25,1304.78,0,Card
560,64,2025-07-04,1844.49,0,UPI
561,64,2025-09-12,1206.14,1,UPI
562,64,2025-11-05,1785.78,1,Card
563,64,2025-10-19,1410.65,1,COD
564,64,2025-11-02,526.93,1,UPI
565,64,2026-01-24,1708.15,1,Wallet
566,64,2026-03-31,1658.28,0,UPI
567,64,2026-05-07,1666.82,0,Card
568,64,2026-05-12,1411.77,0,Card
569,64,2026-04-26,1759.08,1,Card
570,64,2026-06-24,1806.82,1,UPI
571,65,2025-02-28,2619.94,0,Card
572,65,2025-03-23,3882.45,0,UPI
573,65,2025-03-31,4323.6,0,UPI
574,65,2025-04-14,3238.08,0,UPI
575,65,2025-04-22,4067.98,1,Card
576,65,2025-05-01,3071.09,0,COD
577,65,2025-05-08,2476.58,0,Card
578,65,2025-05-19,3727.39,0,UPI
579,65,2025-06-18,2510.42,1,Wallet
580,65,2025-07-26,2166.55,0,COD
581,65,2025-08-02,3777.91,0,UPI
582,65,2025-09-11,2516.31,1,Wallet
583,65,2025-09-09,4336.05,0,UPI
584,65,2025-09-07,2340.85,0,UPI
585,65,2025-09-07,3591.32,1,Card
586,65,2025-09-08,3283.75,1,Wallet
587,65,2025-10-03,5461.99,0,Wallet
588,65,2025-10-18,3097.94,0,UPI
589,65,2025-10-30,3038.25,1,COD
590,65,2025-12-02,2877.46,0,Card
591,65,2025-12-05,4495.78,0,UPI
592,65,2025-11-15,2328.24,0,UPI
593,65,2025-11-27,2889.09,0,Card
594,65,2025-12-04,2257.81,0,Wallet
595,65,2025-12-12,4443.92,0,Wallet
596,65,2026-01-11,4269.26,0,UPI
597,65,2026-01-06,4842.0,0,Wallet
598,65,2025-12-21,4379.47,0,UPI
599,65,2026-03-10,3677.92,0,Card
600,65,2026-02-20,2298.49,1,UPI
601,65,2026-03-04,1989.22,1,UPI
602,65,2026-04-02,3852.34,0,Card
603,65,2026-03-24,3475.59,0,Card
604,65,2026-04-08,2501.65,0,Wallet
605,65,2026-05-10,4239.38,0,UPI
606,65,2026-05-11,3315.36,1,COD
607,65,2026-05-05,2451.76,1,UPI
608,65,2026-06-09,4049.89,0,Card
609,66,2024-04-20,1368.9,1,Card
610,66,2024-07-15,739.32,0,Card
611,66,2024-07-14,1530.92,0,UPI
612,66,2024-07-11,1601.64,1,Card
613,66,2024-07-21,1934.54,1,COD
614,66,2024-07-23,1389.53,0,Wallet
615,66,2025-02-01,2233.64,0,COD
616,66,2025-02-18,1406.88,0,Card
617,66,2025-03-05,2023.43,0,UPI
618,66,2025-04-16,1341.99,0,Card
619,66,2025-08-13,1900.16,1,UPI
620,66,2025-08-23,1372.52,0,COD
621,66,2025-10-27,1722.74,0,COD
622,67,2025-02-04,978.94,0,Card
623,67,2025-02-25,843.31,1,UPI
624,68,2026-05-19,1680.35,1,UPI
625,68,2026-05-28,2431.46,1,COD
626,68,2026-06-27,1164.68,1,Card
627,69,2025-01-17,556.72,1,Card
628,69,2025-04-30,696.39,0,UPI
629,69,2025-04-28,732.84,1,UPI
630,69,2025-05-10,1248.22,0,COD
631,69,2025-06-24,1388.46,0,Wallet
632,69,2025-07-03,906.26,1,Card
633,69,2025-07-05,949.67,0,UPI
634,69,2025-07-02,1424.97,1,UPI
635,69,2025-11-06,692.74,0,Card
636,69,2025-12-28,457.07,0,COD
637,69,2026-01-11,955.88,1,COD
638,70,2024-10-13,1214.55,1,Card
639,70,2024-10-20,1865.92,0,UPI
640,70,2024-12-01,1281.79,0,Card
641,70,2024-11-21,1670.86,1,Card
642,70,2024-11-30,2067.36,1,COD
643,70,2024-11-11,1680.8,0,Card
644,70,2024-12-18,2243.35,0,Card
645,70,2025-01-11,1761.63,1,COD
646,70,2025-03-09,1003.51,0,Card
