customer_id,signup_date,city,age,gender,acquisition_channel,total_orders,total_spend,avg_order_value,last_order_date,first_order_date,discount_orders,recency_days,tenure_days,discount_rate,order_frequency,category_diversity,preferred_payment,churned
69,2025-01-15,Hyderabad,43,M,Social Media,11.0,10009.220000000001,909.929090909091,2026-01-11,2025-01-17,5.0,80.0,359.0,0.45454545454545453,0.9166666666666666,8.0,UPI,1
70,2024-09-10,Bangalore,19,F,Social Media,26.0,41472.58,1595.0992307692309,2026-03-13,2024-10-13,13.0,19.0,516.0,0.5,1.5087040618955512,8.0,Card,0
71,2025-12-19,Bangalore,22,M,Social Media,1.0,504.7,504.7,2026-01-09,2026-01-09,0.0,82.0,0.0,0.0,30.0,4.0,UPI,1
72,2025-08-12,Jaipur,26,F,Organic,1.0,960.03,960.03,2025-09-19,2025-09-19,1.0,194.0,0.0,1.0,30.0,1.0,Card,1
73,2025-02-23,Ahmedabad,33,M,Social Media,1.0,939.88,939.88,2025-03-15,2025-03-15,0.0,382.0,0.0,0.0,30.0,3.0,UPI,1
75,2024-12-07,Hyderabad,25,M,Email,27.0,90969.47,3369.2396296296297,2026-03-23,2025-01-20,7.0,9.0,427.0,0.25925925925925924,1.8925233644859811,8.0,Card,0
76,2025-05-18,Mumbai,52,M,Paid Ads,9.0,6769.38,752.1533333333333,2025-11-19,2025-05-31,2.0,133.0,172.0,0.2222222222222222,1.560693641618497,7.0,COD,1
77,2024-03-27,Jaipur,42,M,Organic,0.0,0.0,0.0,,,,735.0,,0.0,0.0,0.0,None,1
78,2024-12-21,Delhi,35,F,Paid Ads,12.0,18733.760000000002,1561.1466666666668,2026-01-30,2025-02-11,5.0,61.0,353.0,0.4166666666666667,1.0169491525423728,8.0,Wallet,1
79,2024-02-19,Delhi,58,M,Organic,8.0,11357.81,1419.72625,2024-10-16,2024-03-30,2.0,532.0,200.0,0.25,1.1940298507462686,8.0,UPI,1
80,2025-05-05,Bangalore,31,F,Paid Ads,30.0,100321.67,3344.0556666666666,2026-03-13,2025-05-09,6.0,19.0,308.0,0.2,2.912621359223301,8.0,UPI,0
81,2025-09-15,Patna,25,M,Email,1.0,1267.76,1267.76,2025-10-08,2025-10-08,0.0,175.0,0.0,0.0,30.0,1.0,UPI,1
82,2025-02-19,Hyderabad,50,F,Paid Ads,0.0,0.0,0.0,,,,406.0,,0.0,0.0,0.0,None,1
83,2024-04-12,Chennai,39,M,Organic,5.0,7084.78,1416.956,2024-07-01,2024-04-27,3.0,639.0,65.0,0.6,2.272727272727273,7.0,UPI,1
84,2024-11-23,Hyderabad,55,F,Social Media,6.0,9189.07,1531.5116666666665,2025-05-17,2024-12-08,1.0,319.0,160.0,0.16666666666666666,1.1180124223602486,7.0,COD,1
85,2025-05-03,Pune,25,F,Referral,10.0,14138.619999999999,1413.8619999999999,2026-03-06,2025-05-16,3.0,26.0,294.0,0.3,1.0169491525423728,7.0,Wallet,1
86,2024-11-26,Patna,47,F,Referral,3.0,2784.52,928.1733333333333,2025-07-26,2024-12-18,1.0,249.0,220.0,0.3333333333333333,0.4072398190045249,7.0,Card,1
87,2026-02-14,Delhi,50,M,Organic,2.0,1419.73,709.865,2026-03-24,2026-03-04,1.0,8.0,20.0,0.5,2.8571428571428568,3.0,COD,0
88,2025-09-06,Chennai,36,M,Referral,4.0,4495.42,1123.855,2026-02-22,2025-09-17,1.0,38.0,158.0,0.25,0.7547169811320755,8.0,Wallet,0
89,2025-12-13,Pune,34,M,Social Media,0.0,0.0,0.0,,,,109.0,,0.0,0.0,0.0,None,1
90,2024-08-09,Jaipur,63,M,Social Media,15.0,20897.48,1393.1653333333334,2026-02-16,2024-09-02,6.0,44.0,532.0,0.4,0.8442776735459662,7.0,Card,1
91,2025-02-15,Jaipur,58,M,Social Media,7.0,11647.51,1663.93,2025-08-25,2025-03-05,0.0,219.0,173.0,0.0,1.206896551724138,8.0,Card,1
92,2024-08-04,Mumbai,63,M,Social Media,16.0,27814.52,1738.4075,2026-03-31,2024-09-20,5.0,1.0,557.0,0.3125,0.8602150537634409,8.0,Card,0
93,2025-01-18,Mumbai,50,M,Organic,0.0,0.0,0.0,,,,438.0,,0.0,0.0,0.0,None,1
96,2025-02-12,Patna,20,M,Referral,0.0,0.0,0.0,,,,413.0,,0.0,0.0,0.0,None,1
97,2025-10-27,Hyderabad,49,F,Referral,5.0,14728.26,2945.652,2026-02-17,2025-11-10,2.0,43.0,99.0,0.4,1.5,7.0,Card,0
98,2025-09-12,Chennai,44,M,Organic,5.0,10831.94,2166.388,2026-03-07,2025-10-29,4.0,25.0,129.0,0.8,1.153846153846154,7.0,UPI,0
99,2025-07-16,Jaipur,57,F,Referral,5.0,7969.46,1593.892,2025-11-02,2025-08-05,2.0,150.0,89.0,0.4,1.6666666666666665,8.0,UPI,1
100,2024-12-06,Chennai,56,F,Organic,8.0,8317.08,1039.635,2026-03-12,2024-12-13,1.0,20.0,454.0,0.125,0.5274725274725275,8.0,UPI,0
101,2024-08-02,Kolkata,52,M,Organic,1.0,897.0,897.0,2024-08-19,2024-08-19,1.0,590.0,0.0,1.0,30.0,1.0,UPI,1
102,2026-03-02,Delhi,24,M,Paid Ads,0.0,0.0,0.0,,,,30.0,,0.0,0.0,0.0,None,1
103,2026-02-05,Kolkata,18,F,Organic,0.0,0.0,0.0,,,,55.0,,0.0,0.0,0.0,None,0
104,2024-05-21,Kolkata,31,F,Social Media,4.0,6409.8,1602.45,2024-10-21,2024-05-25,3.0,527.0,149.0,0.75,0.8,6.0,COD,1
105,2024-03-14,Ahmedabad,45,M,Referral,23.0,37335.42,1623.2791304347825,2025-08-22,2024-03-15,4.0,222.0,525.0,0.17391304347826086,1.311787072243346,8.0,Card,1
106,2024-06-19,Delhi,39,M,Paid Ads,18.0,26272.02,1459.5566666666666,2025-08-18,2024-06-20,4.0,226.0,424.0,0.2222222222222222,1.2705882352941176,8.0,UPI,1
107,2024-08-25,Kolkata,39,F,Referral,24.0,42532.47,1772.18625,2026-02-04,2024-09-18,4.0,56.0,504.0,0.16666666666666666,1.4257425742574257,8.0,Card,0
108,2024-09-05,Delhi,59,M,Email,41.0,146092.52,3563.232195121951,2026-03-03,2024-09-25,16.0,29.0,524.0,0.3902439024390244,2.342857142857143,8.0,Card,0
109,2025-10-17,Chennai,54,M,Paid Ads,6.0,8675.529999999999,1445.9216666666664,2026-01-30,2025-10-28,3.0,61.0,94.0,0.5,1.8947368421052633,6.0,Card,1
110,2024-04-08,Patna,61,F,Social Media,0.0,0.0,0.0,,,,723.0,,0.0,0.0,0.0,None,1
111,2025-08-20,Bangalore,23,F,Organic,8.0,15065.86,1883.2325,2026-03-25,2025-09-09,2.0,7.0,197.0,0.25,1.2121212121212122,7.0,Card,0
112,2025-08-15,Bangalore,64,F,Referral,14.0,21661.73,1547.2664285714286,2026-03-10,2025-09-02,3.0,22.0,189.0,0.21428571428571427,2.2105263157894735,8.0,UPI,0
113,2025-12-28,Ahmedabad,33,M,Social Media,4.0,6221.46,1555.365,2026-02-19,2025-12-31,1.0,41.0,50.0,0.25,2.3529411764705883,7.0,Card,0
114,2026-04-01,Delhi,47,F,Organic,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,None,0
115,2025-01-25,Patna,36,M,Paid Ads,7.0,9224.9,1317.8428571428572,2026-02-22,2025-01-25,4.0,38.0,393.0,0.5714285714285714,0.5329949238578681,7.0,Card,1
117,2024-01-18,Delhi,26,M,Referral,51.0,164798.99,3231.352745098039,2026-03-25,2024-03-09,22.0,7.0,746.0,0.43137254901960786,2.0481927710843375,8.0,UPI,0
118,2024-06-26,Bangalore,18,F,Paid Ads,4.0,12630.650000000001,3157.6625000000004,2024-08-20,2024-07-18,1.0,589.0,33.0,0.25,3.5294117647058822,5.0,UPI,1
120,2025-02-18,Chennai,33,F,Paid Ads,5.0,7522.22,1504.444,2025-06-15,2025-03-14,0.0,290.0,93.0,0.0,1.5957446808510638,6.0,UPI,1
121,2025-06-12,Mumbai,22,M,Referral,0.0,0.0,0.0,,,,293.0,,0.0,0.0,0.0,None,1
122,2024-06-22,Kolkata,29,M,Referral,9.0,14543.75,1615.9722222222222,2025-04-09,2024-07-15,2.0,357.0,268.0,0.2222222222222222,1.003717472118959,8.0,UPI,1
123,2025-03-31,Kolkata,39,F,Organic,9.0,9330.69,1036.7433333333333,2026-03-04,2025-05-03,3.0,28.0,305.0,0.3333333333333333,0.8823529411764706,6.0,COD,0
124,2025-11-06,Ahmedabad,22,F,Organic,7.0,9945.55,1420.792857142857,2026-02-13,2025-11-12,3.0,47.0,93.0,0.42857142857142855,2.234042553191489,7.0,UPI,1
125,2024-09-02,Kolkata,22,F,Paid Ads,0.0,0.0,0.0,,,,576.0,,0.0,0.0,0.0,None,1
126,2025-12-05,Bangalore,38,M,Paid Ads,13.0,38896.14,2992.0107692307693,2026-03-18,2025-12-16,4.0,14.0,92.0,0.3076923076923077,4.193548387096774,8.0,UPI,0
127,2024-01-06,Hyderabad,47,M,Referral,4.0,6782.15,1695.5375,2024-07-22,2024-02-06,1.0,618.0,167.0,0.25,0.7142857142857142,7.0,Card,1
128,2025-02-13,Mumbai,22,M,Social Media,28.0,95671.66,3416.8450000000003,2026-03-05,2025-02-15,9.0,27.0,383.0,0.32142857142857145,2.1875,8.0,UPI,0
129,2026-02-16,Pune,27,M,Referral,1.0,652.82,652.82,2026-04-01,2026-04-01,0.0,0.0,0.0,0.0,30.0,3.0,COD,0
130,2024-10-04,Mumbai,18,F,Paid Ads,11.0,20461.43,1860.13,2025-05-15,2024-10-25,4.0,321.0,202.0,0.36363636363636365,1.625615763546798,6.0,Card,1
131,2026-02-27,Patna,33,M,Organic,0.0,0.0,0.0,,,,33.0,,0.0,0.0,0.0,None,1
132,2024-06-14,Mumbai,45,M,Referral,0.0,0.0,0.0,,,,656.0,,0.0,0.0,0.0,None,1
133,2025-04-08,Bangalore,41,M,Referral,0.0,0.0,0.0,,,,358.0,,0.0,0.0,0.0,None,1
134,2026-02-27,Jaipur,50,M,Paid Ads,0.0,0.0,0.0,,,,33.0,,0.0,0.0,0.0,None,0
135,2024-11-04,Chennai,54,F,Referral,3.0,3144.59,1048.1966666666667,2024-12-31,2024-12-01,2.0,456.0,30.0,0.6666666666666666,2.903225806451613,4.0,COD,1
136,2024-08-25,Delhi,57,M,Social Media,0.0,0.0,0.0,,,,584.0,,0.0,0.0,0.0,None,1
137,2025-08-03,Jaipur,30,M,Organic,5.0,7574.2699999999995,1514.8539999999998,2025-12-18,2025-08-20,0.0,104.0,120.0,0.0,1.2396694214876034,6.0,Card,1
138,2024-09-07,Jaipur,52,M,Paid Ads,7.0,12752.53,1821.7900000000002,2025-02-26,2024-11-17,1.0,399.0,101.0,0.14285714285714285,2.058823529411765,7.0,Card,1
141,2024-01-01,Pune,62,M,Social Media,8.0,12161.06,1520.1325,2024-09-06,2024-01-06,1.0,572.0,244.0,0.125,0.979591836734694,7.0,Wallet,1
142,2025-05-18,Hyderabad,42,F,Email,18.0,59655.68,3314.2044444444446,2025-11-30,2025-05-29,5.0,122.0,185.0,0.2777777777777778,2.903225806451613,8.0,Card,1
143,2026-01-29,Bangalore,27,F,Paid Ads,0.0,0.0,0.0,,,,62.0,,0.0,0.0,0.0,None,0
144,2024-01-31,Ahmedabad,52,F,Social Media,10.0,8509.28,850.9280000000001,2025-02-03,2024-02-25,2.0,422.0,344.0,0.2,0.8695652173913043,7.0,UPI,1
145,2024-06-22,Delhi,35,M,Organic,11.0,20188.51,1835.3190909090908,2025-07-28,2024-07-03,5.0,247.0,390.0,0.45454545454545453,0.8439897698209718,8.0,Card,1
146,2025-07-17,Ahmedabad,40,M,Social Media,2.0,2121.08,1060.54,2025-11-17,2025-10-18,0.0,135.0,30.0,0.0,1.935483870967742,5.0,Card,1
147,2025-04-22,Delhi,30,M,Email,0.0,0.0,0.0,,,,344.0,,0.0,0.0,0.0,None,1
148,2025-01-06,Patna,47,F,Social Media,2.0,4116.71,2058.355,2025-04-02,2025-01-11,0.0,364.0,81.0,0.0,0.7317073170731707,2.0,Card,1
149,2024-03-30,Bangalore,42,F,Paid Ads,26.0,43740.07,1682.3103846153847,2026-03-20,2024-03-30,11.0,12.0,720.0,0.4230769230769231,1.0818307905686546,8.0,UPI,0
150,2025-01-09,Delhi,53,M,Organic,0.0,0.0,0.0,,,,447.0,,0.0,0.0,0.0,None,1
151,2024-05-02,Pune,29,F,Paid Ads,0.0,0.0,0.0,,,,699.0,,0.0,0.0,0.0,None,1
152,2024-05-13,Bangalore,48,F,Social Media,0.0,0.0,0.0,,,,688.0,,0.0,0.0,0.0,None,1
153,2026-01-24,Patna,64,F,Organic,0.0,0.0,0.0,,,,67.0,,0.0,0.0,0.0,None,0
154,2024-04-17,Jaipur,29,M,Paid Ads,0.0,0.0,0.0,,,,714.0,,0.0,0.0,0.0,None,1
156,2024-07-14,Delhi,56,M,Organic,1.0,1375.93,1375.93,2024-09-19,2024-09-19,0.0,559.0,0.0,0.0,30.0,2.0,UPI,1
157,2024-07-18,Hyderabad,56,M,Social Media,17.0,27780.79,1634.164117647059,2025-08-06,2024-07-18,4.0,238.0,384.0,0.23529411764705882,1.3246753246753247,8.0,Card,1
158,2026-01-08,Delhi,52,M,Social Media,5.0,16988.68,3397.736,2026-03-16,2026-01-13,3.0,16.0,62.0,0.6,2.380952380952381,6.0,Wallet,0
160,2024-09-13,Jaipur,61,M,Social Media,0.0,0.0,0.0,,,,565.0,,0.0,0.0,0.0,None,1
161,2025-02-15,Pune,63,M,Email,3.0,1746.58,582.1933333333333,2025-03-10,2025-02-23,0.0,387.0,15.0,0.0,5.625,4.0,Card,1
162,2026-03-30,Hyderabad,44,F,Email,1.0,3428.35,3428.35,2026-03-30,2026-03-30,0.0,2.0,0.0,0.0,30.0,3.0,Wallet,0
163,2025-10-19,Hyderabad,54,M,Organic,10.0,34147.75,3414.775,2026-03-10,2025-10-29,1.0,22.0,132.0,0.1,2.2556390977443606,7.0,UPI,0
164,2024-11-25,Delhi,62,F,Paid Ads,0.0,0.0,0.0,,,,492.0,,0.0,0.0,0.0,None,1
166,2024-11-08,Mumbai,23,F,Email,0.0,0.0,0.0,,,,509.0,,0.0,0.0,0.0,None,1
167,2025-04-29,Bangalore,61,F,Referral,15.0,23723.27,1581.5513333333333,2026-01-15,2025-05-08,4.0,76.0,252.0,0.26666666666666666,1.7786561264822134,8.0,Card,1
168,2025-09-11,Bangalore,43,F,Paid Ads,1.0,1932.25,1932.25,2025-09-26,2025-09-26,1.0,187.0,0.0,1.0,30.0,4.0,Wallet,1
169,2025-08-03,Patna,62,F,Organic,9.0,14830.07,1647.7855555555554,2026-03-20,2025-08-17,2.0,12.0,215.0,0.2222222222222222,1.25,7.0,COD,0
170,2025-11-11,Patna,37,M,Organic,4.0,6054.78,1513.695,2026-02-20,2025-11-22,1.0,40.0,90.0,0.25,1.3186813186813189,4.0,Card,0
171,2026-03-15,Delhi,58,M,Email,1.0,1151.89,1151.89,2026-03-17,2026-03-17,0.0,15.0,0.0,0.0,30.0,2.0,Card,0
172,2025-12-02,Bangalore,45,M,Social Media,1.0,850.89,850.89,2026-01-23,2026-01-23,0.0,68.0,0.0,0.0,30.0,1.0,UPI,1
173,2024-07-06,Pune,42,M,Social Media,19.0,26778.59,1409.3994736842105,2025-07-09,2024-07-11,7.0,266.0,363.0,0.3684210526315789,1.565934065934066,8.0,UPI,1
174,2025-01-20,Kolkata,23,M,Email,12.0,19577.86,1631.4883333333335,2025-09-17,2025-01-20,5.0,196.0,240.0,0.4166666666666667,1.4937759336099583,7.0,Wallet,1
175,2024-12-15,Mumbai,62,F,Organic,0.0,0.0,0.0,,,,472.0,,0.0,0.0,0.0,None,1
176,2024-04-09,Pune,38,M,Social Media,0.0,0.0,0.0,,,,722.0,,0.0,0.0,0.0,None,1
177,2025-06-09,Pune,52,M,Referral,0.0,0.0,0.0,,,,296.0,,0.0,0.0,0.0,None,1
178,2024-02-02,Chennai,64,M,Referral,54.0,178595.68,3307.3274074074075,2026-03-19,2024-02-27,12.0,13.0,751.0,0.2222222222222222,2.154255319148936,8.0,Card,0
180,2024-12-23,Jaipur,20,M,Social Media,0.0,0.0,0.0,,,,464.0,,0.0,0.0,0.0,None,1
181,2024-12-08,Chennai,29,M,Social Media,36.0,115814.23,3217.061944444444,2026-03-22,2025-01-13,12.0,10.0,433.0,0.3333333333333333,2.488479262672811,8.0,Card,0
182,2024-01-12,Bangalore,55,F,Paid Ads,62.0,191158.74,3083.205483870968,2026-03-25,2024-01-12,16.0,7.0,803.0,0.25806451612903225,2.3134328358208953,8.0,UPI,0
183,2024-04-20,Mumbai,25,M,Organic,2.0,1157.9099999999999,578.9549999999999,2024-07-11,2024-07-07,0.0,629.0,4.0,0.0,12.0,4.0,UPI,1
184,2024-04-01,Pune,25,F,Paid Ads,0.0,0.0,0.0,,,,730.0,,0.0,0.0,0.0,None,1
185,2024-12-21,Chennai,45,F,Paid Ads,4.0,3327.33,831.8325,2025-09-09,2025-01-08,1.0,204.0,244.0,0.25,0.489795918367347,7.0,UPI,1
186,2024-04-14,Bangalore,44,M,Referral,21.0,34940.65,1663.8404761904762,2026-03-02,2024-06-06,3.0,30.0,634.0,0.14285714285714285,0.9921259842519685,8.0,UPI,0
187,2024-02-18,Kolkata,50,M,Paid Ads,22.0,34097.2,1549.8727272727272,2025-12-21,2024-04-05,6.0,101.0,625.0,0.2727272727272727,1.0543130990415335,8.0,UPI,1
